sent_id,paper_id,year,cluster,cluster_name
1477,2020.emnlp-main.232,2020,-1,noise
1478,2020.emnlp-main.232,2020,-1,noise
1479,2020.emnlp-main.232,2020,-1,noise
1480,2020.emnlp-main.232,2020,121,"embeddings, embedding, word"
1481,2020.emnlp-main.232,2020,185,"cultural, gender, bias"
1482,2020.emnlp-main.233,2020,-1,noise
1483,2020.emnlp-main.233,2020,0,"distillation, knowledge, student"
1484,2020.emnlp-main.233,2020,0,"distillation, knowledge, student"
1485,2020.emnlp-main.233,2020,176,"learning, transfer, training"
1486,2020.emnlp-main.233,2020,-1,noise
1487,2020.emnlp-main.234,2020,100,"topic, topics, document"
1488,2020.emnlp-main.234,2020,100,"topic, topics, document"
1489,2020.emnlp-main.234,2020,100,"topic, topics, document"
1490,2020.emnlp-main.234,2020,149,"language, llms, pre"
1491,2020.emnlp-main.234,2020,-1,noise
1492,2020.emnlp-main.235,2020,61,"shot, zero, learning"
1493,2020.emnlp-main.235,2020,180,"label, labels, labeled"
1494,2020.emnlp-main.235,2020,-1,noise
1495,2020.emnlp-main.235,2020,121,"embeddings, embedding, word"
1496,2020.emnlp-main.235,2020,-1,noise
1497,2020.emnlp-main.236,2020,114,"similarity, semantic, sentences"
1498,2020.emnlp-main.236,2020,114,"similarity, semantic, sentences"
1499,2020.emnlp-main.236,2020,121,"embeddings, embedding, word"
1500,2020.emnlp-main.236,2020,121,"embeddings, embedding, word"
1501,2020.emnlp-main.236,2020,121,"embeddings, embedding, word"
1502,2020.emnlp-main.236,2020,121,"embeddings, embedding, word"
1503,2020.emnlp-main.236,2020,3,"alignment, reward, training"
1504,2020.emnlp-main.236,2020,174,"github, https, com"
1505,2020.emnlp-main.237,2020,-1,noise
1506,2020.emnlp-main.237,2020,-1,noise
1507,2020.emnlp-main.237,2020,-1,noise
1508,2020.emnlp-main.237,2020,-1,noise
1509,2020.emnlp-main.237,2020,163,"forgetting, catastrophic, knowledge"
1510,2020.emnlp-main.237,2020,-1,noise
1511,2020.emnlp-main.238,2020,-1,noise
1512,2020.emnlp-main.238,2020,180,"label, labels, labeled"
1513,2020.emnlp-main.238,2020,-1,noise
1514,2020.emnlp-main.238,2020,-1,noise
1515,2020.emnlp-main.238,2020,181,"training, neurons, layers"
1516,2020.emnlp-main.238,2020,-1,noise
1517,2020.emnlp-main.238,2020,173,"datasets, experimental, extensive"
1518,2020.emnlp-main.238,2020,-1,noise
1519,2020.emnlp-main.238,2020,154,"multilingual, lingual, languages"
1520,2020.emnlp-main.239,2020,114,"similarity, semantic, sentences"
1521,2020.emnlp-main.239,2020,-1,noise
1522,2020.emnlp-main.239,2020,-1,noise
1523,2020.emnlp-main.239,2020,-1,noise
1524,2020.emnlp-main.239,2020,114,"similarity, semantic, sentences"
1525,2020.emnlp-main.239,2020,-1,noise
1526,2020.emnlp-main.239,2020,181,"training, neurons, layers"
1527,2020.emnlp-main.239,2020,-1,noise
1528,2020.emnlp-main.239,2020,114,"similarity, semantic, sentences"
1529,2020.emnlp-main.239,2020,114,"similarity, semantic, sentences"
1530,2020.emnlp-main.239,2020,173,"datasets, experimental, extensive"
1531,2020.emnlp-main.240,2020,121,"embeddings, embedding, word"
1532,2020.emnlp-main.240,2020,121,"embeddings, embedding, word"
1533,2020.emnlp-main.240,2020,179,"effectiveness, extensive, candidates"
1534,2020.emnlp-main.240,2020,-1,noise
1535,2020.emnlp-main.240,2020,121,"embeddings, embedding, word"
1536,2020.emnlp-main.241,2020,107,"reinforcement, rl, learning"
1537,2020.emnlp-main.241,2020,105,"token, tokens, tokenization"
1538,2020.emnlp-main.241,2020,-1,noise
1539,2020.emnlp-main.241,2020,105,"token, tokens, tokenization"
1540,2020.emnlp-main.241,2020,-1,noise
1541,2020.emnlp-main.241,2020,-1,noise
1542,2020.emnlp-main.242,2020,151,"language, nlp, pre"
1543,2020.emnlp-main.242,2020,149,"language, llms, pre"
1544,2020.emnlp-main.242,2020,0,"distillation, knowledge, student"
1545,2020.emnlp-main.242,2020,151,"language, nlp, pre"
1546,2020.emnlp-main.242,2020,-1,noise
1547,2020.emnlp-main.242,2020,-1,noise
1548,2020.emnlp-main.242,2020,-1,noise
1549,2020.emnlp-main.242,2020,-1,noise
1550,2020.emnlp-main.243,2020,37,"dialogue, dialog, dialogues"
1551,2020.emnlp-main.243,2020,-1,noise
1552,2020.emnlp-main.243,2020,48,"taxonomies, taxonomy, concept"
1553,2020.emnlp-main.243,2020,-1,noise
1554,2020.emnlp-main.243,2020,-1,noise
1555,2020.emnlp-main.243,2020,-1,noise
1556,2020.emnlp-main.243,2020,173,"datasets, experimental, extensive"
1557,2020.emnlp-main.243,2020,-1,noise
1558,2020.emnlp-main.243,2020,-1,noise
1559,2020.emnlp-main.244,2020,71,"question, answering, questions"
1560,2020.emnlp-main.244,2020,68,"passage, passages, retrieval"
1561,2020.emnlp-main.244,2020,68,"passage, passages, retrieval"
1562,2020.emnlp-main.244,2020,68,"passage, passages, retrieval"
1563,2020.emnlp-main.244,2020,105,"token, tokens, tokenization"
1564,2020.emnlp-main.244,2020,-1,noise
1565,2020.emnlp-main.244,2020,178,"memory, search, hardware"
1566,2020.emnlp-main.245,2020,-1,noise
1567,2020.emnlp-main.245,2020,-1,noise
1568,2020.emnlp-main.245,2020,122,"reasoning, logical, language"
1569,2020.emnlp-main.245,2020,-1,noise
1570,2020.emnlp-main.245,2020,122,"reasoning, logical, language"
1571,2020.emnlp-main.246,2020,71,"question, answering, questions"
1572,2020.emnlp-main.246,2020,62,"qa, vqa, kbqa"
1573,2020.emnlp-main.246,2020,62,"qa, vqa, kbqa"
1574,2020.emnlp-main.246,2020,62,"qa, vqa, kbqa"
1575,2020.emnlp-main.246,2020,158,"annotation, annotators, annotator"
1576,2020.emnlp-main.246,2020,158,"annotation, annotators, annotator"
1577,2020.emnlp-main.246,2020,71,"question, answering, questions"
1578,2020.emnlp-main.246,2020,158,"annotation, annotators, annotator"
1579,2020.emnlp-main.246,2020,158,"annotation, annotators, annotator"
1580,2020.emnlp-main.247,2020,-1,noise
1581,2020.emnlp-main.247,2020,18,"stories, story, narrative"
1582,2020.emnlp-main.247,2020,-1,noise
1583,2020.emnlp-main.247,2020,-1,noise
1584,2020.emnlp-main.247,2020,-1,noise
1585,2020.emnlp-main.247,2020,18,"stories, story, narrative"
1586,2020.emnlp-main.248,2020,72,"reading, comprehension, machine"
1587,2020.emnlp-main.248,2020,71,"question, answering, questions"
1588,2020.emnlp-main.248,2020,-1,noise
1589,2020.emnlp-main.248,2020,-1,noise
1590,2020.emnlp-main.248,2020,71,"question, answering, questions"
1591,2020.emnlp-main.249,2020,121,"embeddings, embedding, word"
1592,2020.emnlp-main.249,2020,-1,noise
1593,2020.emnlp-main.249,2020,155,"human, evaluation, metrics"
1594,2020.emnlp-main.249,2020,-1,noise
1595,2020.emnlp-main.250,2020,151,"language, nlp, pre"
1596,2020.emnlp-main.250,2020,151,"language, nlp, pre"
1597,2020.emnlp-main.250,2020,149,"language, llms, pre"
1598,2020.emnlp-main.250,2020,176,"learning, transfer, training"
1599,2020.emnlp-main.250,2020,-1,noise
1600,2020.emnlp-main.250,2020,181,"training, neurons, layers"
1601,2020.emnlp-main.250,2020,101,"text, classification, label"
1602,2020.emnlp-main.250,2020,61,"shot, zero, learning"
1603,2020.emnlp-main.251,2020,63,"retrieval, rag, augmented"
1604,2020.emnlp-main.251,2020,-1,noise
1605,2020.emnlp-main.251,2020,-1,noise
1606,2020.emnlp-main.251,2020,-1,noise
1607,2020.emnlp-main.251,2020,149,"language, llms, pre"
1608,2020.emnlp-main.252,2020,27,"emotion, emotions, emotional"
1609,2020.emnlp-main.252,2020,34,"event, events, extraction"
1610,2020.emnlp-main.252,2020,27,"emotion, emotions, emotional"
1611,2020.emnlp-main.252,2020,27,"emotion, emotions, emotional"
1612,2020.emnlp-main.252,2020,-1,noise
1613,2020.emnlp-main.252,2020,-1,noise
1614,2020.emnlp-main.253,2020,129,"biomedical, medical, entity"
1615,2020.emnlp-main.253,2020,-1,noise
1616,2020.emnlp-main.253,2020,129,"biomedical, medical, entity"
1617,2020.emnlp-main.253,2020,89,"corpus, corpora, training"
1618,2020.emnlp-main.253,2020,58,"entity, linking, entities"
1619,2020.emnlp-main.253,2020,-1,noise
1620,2020.emnlp-main.254,2020,-1,noise
1621,2020.emnlp-main.254,2020,-1,noise
1622,2020.emnlp-main.254,2020,166,"evaluation, metrics, evaluators"
1623,2020.emnlp-main.254,2020,-1,noise
1624,2020.emnlp-main.254,2020,-1,noise
1625,2020.emnlp-main.254,2020,128,"parsing, amr, parsers"
1626,2020.emnlp-main.254,2020,-1,noise
1627,2020.emnlp-main.255,2020,-1,noise
1628,2020.emnlp-main.255,2020,105,"token, tokens, tokenization"
1629,2020.emnlp-main.255,2020,105,"token, tokens, tokenization"
1630,2020.emnlp-main.255,2020,31,"sentiment, analysis, movement"
1631,2020.emnlp-main.256,2020,-1,noise
1632,2020.emnlp-main.256,2020,43,"adversarial, attack, examples"
1633,2020.emnlp-main.256,2020,-1,noise
1634,2020.emnlp-main.256,2020,-1,noise
1635,2020.emnlp-main.256,2020,86,"fact, checking, factuality"
1636,2020.emnlp-main.256,2020,86,"fact, checking, factuality"
1637,2020.emnlp-main.256,2020,-1,noise
1638,2020.emnlp-main.256,2020,42,"attack, attacks, backdoor"
1639,2020.emnlp-main.257,2020,121,"embeddings, embedding, word"
1640,2020.emnlp-main.257,2020,179,"effectiveness, extensive, candidates"
1641,2020.emnlp-main.257,2020,152,"languages, dialects, dialect"
1642,2020.emnlp-main.257,2020,121,"embeddings, embedding, word"
1643,2020.emnlp-main.257,2020,154,"multilingual, lingual, languages"
1644,2020.emnlp-main.258,2020,-1,noise
1645,2020.emnlp-main.258,2020,122,"reasoning, logical, language"
1646,2020.emnlp-main.258,2020,-1,noise
1647,2020.emnlp-main.258,2020,-1,noise
1648,2020.emnlp-main.258,2020,-1,noise
1649,2020.emnlp-main.258,2020,-1,noise
1650,2020.emnlp-main.258,2020,-1,noise
1651,2020.emnlp-main.259,2020,106,"attention, heads, head"
1652,2020.emnlp-main.259,2020,-1,noise
1653,2020.emnlp-main.259,2020,-1,noise
1654,2020.emnlp-main.259,2020,-1,noise
1655,2020.emnlp-main.259,2020,106,"attention, heads, head"
1656,2020.emnlp-main.260,2020,106,"attention, heads, head"
1657,2020.emnlp-main.260,2020,106,"attention, heads, head"
1658,2020.emnlp-main.260,2020,-1,noise
1659,2020.emnlp-main.260,2020,106,"attention, heads, head"
1660,2020.emnlp-main.260,2020,106,"attention, heads, head"
1661,2020.emnlp-main.260,2020,-1,noise
1662,2020.emnlp-main.260,2020,-1,noise
1663,2020.emnlp-main.260,2020,106,"attention, heads, head"
1664,2020.emnlp-main.260,2020,106,"attention, heads, head"
1665,2020.emnlp-main.261,2020,147,"nlp, nlg, nli"
1666,2020.emnlp-main.261,2020,-1,noise
1667,2020.emnlp-main.261,2020,72,"reading, comprehension, machine"
1668,2020.emnlp-main.261,2020,62,"qa, vqa, kbqa"
1669,2020.emnlp-main.261,2020,-1,noise
1670,2020.emnlp-main.261,2020,-1,noise
1671,2020.emnlp-main.261,2020,71,"question, answering, questions"
1672,2020.emnlp-main.261,2020,71,"question, answering, questions"
1673,2020.emnlp-main.261,2020,104,"https, github, com"
1674,2020.emnlp-main.262,2020,167,"calibration, uncertainty, confidence"
1675,2020.emnlp-main.262,2020,-1,noise
1676,2020.emnlp-main.262,2020,-1,noise
1677,2020.emnlp-main.262,2020,-1,noise
1678,2020.emnlp-main.262,2020,-1,noise
1679,2020.emnlp-main.262,2020,-1,noise
1680,2020.emnlp-main.262,2020,-1,noise
1681,2020.emnlp-main.262,2020,105,"token, tokens, tokenization"
1682,2020.emnlp-main.262,2020,-1,noise
1683,2020.emnlp-main.262,2020,-1,noise
1684,2020.emnlp-main.262,2020,-1,noise
1685,2020.emnlp-main.262,2020,-1,noise
1686,2020.emnlp-main.263,2020,-1,noise
1687,2020.emnlp-main.263,2020,108,"explanations, explanation, rationales"
1688,2020.emnlp-main.263,2020,106,"attention, heads, head"
1689,2020.emnlp-main.263,2020,-1,noise
1690,2020.emnlp-main.263,2020,108,"explanations, explanation, rationales"
1691,2020.emnlp-main.263,2020,108,"explanations, explanation, rationales"
1692,2020.emnlp-main.263,2020,108,"explanations, explanation, rationales"
1693,2020.emnlp-main.263,2020,108,"explanations, explanation, rationales"
1694,2020.emnlp-main.264,2020,8,"visual, image, vision"
1695,2020.emnlp-main.264,2020,8,"visual, image, vision"
1696,2020.emnlp-main.264,2020,71,"question, answering, questions"
1697,2020.emnlp-main.264,2020,71,"question, answering, questions"
1698,2020.emnlp-main.264,2020,-1,noise
1699,2020.emnlp-main.264,2020,136,"inference, time, faster"
1700,2020.emnlp-main.265,2020,8,"visual, image, vision"
1701,2020.emnlp-main.265,2020,115,"counterfactual, causal, counterfactuals"
1702,2020.emnlp-main.265,2020,115,"counterfactual, causal, counterfactuals"
1703,2020.emnlp-main.265,2020,115,"counterfactual, causal, counterfactuals"
1704,2020.emnlp-main.265,2020,62,"qa, vqa, kbqa"
1705,2020.emnlp-main.265,2020,62,"qa, vqa, kbqa"
1706,2020.emnlp-main.266,2020,-1,noise
1707,2020.emnlp-main.266,2020,123,"commonsense, reasoning, knowledge"
1708,2020.emnlp-main.266,2020,53,"knowledge, graph, graphs"
1709,2020.emnlp-main.266,2020,53,"knowledge, graph, graphs"
1710,2020.emnlp-main.266,2020,-1,noise
1711,2020.emnlp-main.266,2020,53,"knowledge, graph, graphs"
1712,2020.emnlp-main.267,2020,-1,noise
1713,2020.emnlp-main.267,2020,-1,noise
1714,2020.emnlp-main.267,2020,37,"dialogue, dialog, dialogues"
1715,2020.emnlp-main.267,2020,7,"gaze, eye, fixation"
1716,2020.emnlp-main.267,2020,173,"datasets, experimental, extensive"
1717,2020.emnlp-main.267,2020,8,"visual, image, vision"
1718,2020.emnlp-main.267,2020,174,"github, https, com"
1719,2020.emnlp-main.268,2020,-1,noise
1720,2020.emnlp-main.268,2020,4,"keyphrase, keyphrases, extraction"
1721,2020.emnlp-main.268,2020,8,"visual, image, vision"
1722,2020.emnlp-main.268,2020,4,"keyphrase, keyphrases, extraction"
1723,2020.emnlp-main.268,2020,8,"visual, image, vision"
1724,2020.emnlp-main.268,2020,4,"keyphrase, keyphrases, extraction"
1725,2020.emnlp-main.268,2020,106,"attention, heads, head"
1726,2020.emnlp-main.268,2020,106,"attention, heads, head"
1727,2020.emnlp-main.269,2020,8,"visual, image, vision"
1728,2020.emnlp-main.269,2020,106,"attention, heads, head"
1729,2020.emnlp-main.269,2020,8,"visual, image, vision"
1730,2020.emnlp-main.269,2020,8,"visual, image, vision"
1731,2020.emnlp-main.269,2020,8,"visual, image, vision"
1732,2020.emnlp-main.269,2020,8,"visual, image, vision"
1733,2020.emnlp-main.269,2020,-1,noise
1734,2020.emnlp-main.270,2020,-1,noise
1735,2020.emnlp-main.270,2020,-1,noise
1736,2020.emnlp-main.270,2020,-1,noise
1737,2020.emnlp-main.270,2020,-1,noise
1738,2020.emnlp-main.271,2020,8,"visual, image, vision"
1739,2020.emnlp-main.271,2020,8,"visual, image, vision"
1740,2020.emnlp-main.271,2020,-1,noise
1741,2020.emnlp-main.271,2020,-1,noise
1742,2020.emnlp-main.271,2020,120,"agent, agents, gui"
1743,2020.emnlp-main.271,2020,161,"instruction, instructions, tuning"
1744,2020.emnlp-main.271,2020,161,"instruction, instructions, tuning"
1745,2020.emnlp-main.271,2020,120,"agent, agents, gui"
1746,2020.emnlp-main.271,2020,174,"github, https, com"
1747,2020.emnlp-main.272,2020,37,"dialogue, dialog, dialogues"
1748,2020.emnlp-main.272,2020,37,"dialogue, dialog, dialogues"
1749,2020.emnlp-main.272,2020,155,"human, evaluation, metrics"
1750,2020.emnlp-main.273,2020,37,"dialogue, dialog, dialogues"
1751,2020.emnlp-main.273,2020,37,"dialogue, dialog, dialogues"
1752,2020.emnlp-main.273,2020,37,"dialogue, dialog, dialogues"
1753,2020.emnlp-main.273,2020,-1,noise
1754,2020.emnlp-main.273,2020,-1,noise
1755,2020.emnlp-main.274,2020,-1,noise
1756,2020.emnlp-main.274,2020,37,"dialogue, dialog, dialogues"
1757,2020.emnlp-main.274,2020,37,"dialogue, dialog, dialogues"
1758,2020.emnlp-main.274,2020,37,"dialogue, dialog, dialogues"
1759,2020.emnlp-main.274,2020,37,"dialogue, dialog, dialogues"
1760,2020.emnlp-main.274,2020,181,"training, neurons, layers"
1761,2020.emnlp-main.274,2020,37,"dialogue, dialog, dialogues"
1762,2020.emnlp-main.274,2020,37,"dialogue, dialog, dialogues"
1763,2020.emnlp-main.275,2020,37,"dialogue, dialog, dialogues"
1764,2020.emnlp-main.275,2020,-1,noise
1765,2020.emnlp-main.275,2020,-1,noise
1766,2020.emnlp-main.275,2020,-1,noise
1767,2020.emnlp-main.275,2020,37,"dialogue, dialog, dialogues"
1768,2020.emnlp-main.275,2020,0,"distillation, knowledge, student"
1769,2020.emnlp-main.275,2020,37,"dialogue, dialog, dialogues"
1770,2020.emnlp-main.276,2020,37,"dialogue, dialog, dialogues"
1771,2020.emnlp-main.276,2020,115,"counterfactual, causal, counterfactuals"
1772,2020.emnlp-main.276,2020,115,"counterfactual, causal, counterfactuals"
1773,2020.emnlp-main.276,2020,115,"counterfactual, causal, counterfactuals"
1774,2020.emnlp-main.276,2020,-1,noise
1775,2020.emnlp-main.276,2020,173,"datasets, experimental, extensive"
1776,2020.emnlp-main.277,2020,37,"dialogue, dialog, dialogues"
1777,2020.emnlp-main.277,2020,37,"dialogue, dialog, dialogues"
1778,2020.emnlp-main.277,2020,37,"dialogue, dialog, dialogues"
1779,2020.emnlp-main.277,2020,37,"dialogue, dialog, dialogues"
1780,2020.emnlp-main.277,2020,37,"dialogue, dialog, dialogues"
1781,2020.emnlp-main.277,2020,37,"dialogue, dialog, dialogues"
1782,2020.emnlp-main.277,2020,37,"dialogue, dialog, dialogues"
1783,2020.emnlp-main.278,2020,37,"dialogue, dialog, dialogues"
1784,2020.emnlp-main.278,2020,37,"dialogue, dialog, dialogues"
1785,2020.emnlp-main.278,2020,-1,noise
1786,2020.emnlp-main.278,2020,-1,noise
1787,2020.emnlp-main.278,2020,-1,noise
1788,2020.emnlp-main.279,2020,37,"dialogue, dialog, dialogues"
1789,2020.emnlp-main.279,2020,-1,noise
1790,2020.emnlp-main.279,2020,-1,noise
1791,2020.emnlp-main.279,2020,37,"dialogue, dialog, dialogues"
1792,2020.emnlp-main.279,2020,133,"generation, text, language"
1793,2020.emnlp-main.279,2020,16,"generation, diffusion, quality"
1794,2020.emnlp-main.279,2020,16,"generation, diffusion, quality"
1795,2020.emnlp-main.280,2020,37,"dialogue, dialog, dialogues"
1796,2020.emnlp-main.280,2020,-1,noise
1797,2020.emnlp-main.280,2020,37,"dialogue, dialog, dialogues"
1798,2020.emnlp-main.280,2020,37,"dialogue, dialog, dialogues"
1799,2020.emnlp-main.280,2020,-1,noise
1800,2020.emnlp-main.280,2020,37,"dialogue, dialog, dialogues"
1801,2020.emnlp-main.281,2020,37,"dialogue, dialog, dialogues"
1802,2020.emnlp-main.281,2020,37,"dialogue, dialog, dialogues"
1803,2020.emnlp-main.281,2020,37,"dialogue, dialog, dialogues"
1804,2020.emnlp-main.281,2020,112,"reward, preference, reinforcement"
1805,2020.emnlp-main.281,2020,43,"adversarial, attack, examples"
1806,2020.emnlp-main.281,2020,125,"student, students, learning"
1807,2020.emnlp-main.281,2020,-1,noise
1808,2020.emnlp-main.282,2020,121,"embeddings, embedding, word"
1809,2020.emnlp-main.282,2020,-1,noise
1810,2020.emnlp-main.282,2020,121,"embeddings, embedding, word"
1811,2020.emnlp-main.282,2020,121,"embeddings, embedding, word"
1812,2020.emnlp-main.282,2020,101,"text, classification, label"
1813,2020.emnlp-main.283,2020,140,"word, sense, lexical"
1814,2020.emnlp-main.283,2020,140,"word, sense, lexical"
1815,2020.emnlp-main.283,2020,140,"word, sense, lexical"
1816,2020.emnlp-main.283,2020,140,"word, sense, lexical"
1817,2020.emnlp-main.283,2020,140,"word, sense, lexical"
1818,2020.emnlp-main.284,2020,-1,noise
1819,2020.emnlp-main.284,2020,-1,noise
1820,2020.emnlp-main.284,2020,-1,noise
1821,2020.emnlp-main.285,2020,121,"embeddings, embedding, word"
1822,2020.emnlp-main.285,2020,-1,noise
1823,2020.emnlp-main.285,2020,121,"embeddings, embedding, word"
1824,2020.emnlp-main.285,2020,140,"word, sense, lexical"
1825,2020.emnlp-main.285,2020,121,"embeddings, embedding, word"
1826,2020.emnlp-main.285,2020,-1,noise
1827,2020.emnlp-main.286,2020,32,"aspect, sentiment, opinion"
1828,2020.emnlp-main.286,2020,140,"word, sense, lexical"
1829,2020.emnlp-main.286,2020,-1,noise
1830,2020.emnlp-main.286,2020,128,"parsing, amr, parsers"
1831,2020.emnlp-main.286,2020,-1,noise
1832,2020.emnlp-main.286,2020,-1,noise
1833,2020.emnlp-main.286,2020,49,"graph, networks, gnns"
1834,2020.emnlp-main.286,2020,173,"datasets, experimental, extensive"
1835,2020.emnlp-main.287,2020,32,"aspect, sentiment, opinion"
1836,2020.emnlp-main.287,2020,32,"aspect, sentiment, opinion"
1837,2020.emnlp-main.287,2020,32,"aspect, sentiment, opinion"
1838,2020.emnlp-main.287,2020,32,"aspect, sentiment, opinion"
1839,2020.emnlp-main.287,2020,32,"aspect, sentiment, opinion"
1840,2020.emnlp-main.287,2020,-1,noise
1841,2020.emnlp-main.288,2020,32,"aspect, sentiment, opinion"
1842,2020.emnlp-main.288,2020,32,"aspect, sentiment, opinion"
1843,2020.emnlp-main.288,2020,32,"aspect, sentiment, opinion"
1844,2020.emnlp-main.288,2020,106,"attention, heads, head"
1845,2020.emnlp-main.288,2020,32,"aspect, sentiment, opinion"
1846,2020.emnlp-main.288,2020,32,"aspect, sentiment, opinion"
1847,2020.emnlp-main.289,2020,27,"emotion, emotions, emotional"
1848,2020.emnlp-main.289,2020,-1,noise
1849,2020.emnlp-main.289,2020,27,"emotion, emotions, emotional"
1850,2020.emnlp-main.289,2020,-1,noise
1851,2020.emnlp-main.289,2020,173,"datasets, experimental, extensive"
1852,2020.emnlp-main.290,2020,27,"emotion, emotions, emotional"
1853,2020.emnlp-main.290,2020,27,"emotion, emotions, emotional"
1854,2020.emnlp-main.290,2020,27,"emotion, emotions, emotional"
1855,2020.emnlp-main.290,2020,27,"emotion, emotions, emotional"
1856,2020.emnlp-main.290,2020,-1,noise
1857,2020.emnlp-main.290,2020,-1,noise
1858,2020.emnlp-main.290,2020,27,"emotion, emotions, emotional"
1859,2020.emnlp-main.291,2020,27,"emotion, emotions, emotional"
1860,2020.emnlp-main.291,2020,8,"visual, image, vision"
1861,2020.emnlp-main.291,2020,27,"emotion, emotions, emotional"
1862,2020.emnlp-main.291,2020,180,"label, labels, labeled"
1863,2020.emnlp-main.291,2020,27,"emotion, emotions, emotional"
1864,2020.emnlp-main.291,2020,179,"effectiveness, extensive, candidates"
1865,2020.emnlp-main.292,2020,32,"aspect, sentiment, opinion"
1866,2020.emnlp-main.292,2020,32,"aspect, sentiment, opinion"
1867,2020.emnlp-main.292,2020,-1,noise
1868,2020.emnlp-main.292,2020,32,"aspect, sentiment, opinion"
1869,2020.emnlp-main.292,2020,-1,noise
1870,2020.emnlp-main.292,2020,-1,noise
1871,2020.emnlp-main.292,2020,-1,noise
1872,2020.emnlp-main.292,2020,43,"adversarial, attack, examples"
1873,2020.emnlp-main.292,2020,174,"github, https, com"
1874,2020.emnlp-main.293,2020,20,"summarization, summaries, summary"
1875,2020.emnlp-main.293,2020,140,"word, sense, lexical"
1876,2020.emnlp-main.293,2020,-1,noise
1877,2020.emnlp-main.293,2020,-1,noise
1878,2020.emnlp-main.293,2020,-1,noise
1879,2020.emnlp-main.293,2020,-1,noise
1880,2020.emnlp-main.293,2020,-1,noise
1881,2020.emnlp-main.294,2020,20,"summarization, summaries, summary"
1882,2020.emnlp-main.294,2020,20,"summarization, summaries, summary"
1883,2020.emnlp-main.294,2020,20,"summarization, summaries, summary"
1884,2020.emnlp-main.294,2020,-1,noise
1885,2020.emnlp-main.294,2020,20,"summarization, summaries, summary"
1886,2020.emnlp-main.294,2020,20,"summarization, summaries, summary"
1887,2020.emnlp-main.294,2020,-1,noise
1888,2020.emnlp-main.295,2020,20,"summarization, summaries, summary"
1889,2020.emnlp-main.295,2020,114,"similarity, semantic, sentences"
1890,2020.emnlp-main.295,2020,-1,noise
1891,2020.emnlp-main.295,2020,20,"summarization, summaries, summary"
1892,2020.emnlp-main.295,2020,20,"summarization, summaries, summary"
1893,2020.emnlp-main.295,2020,47,"graph, nodes, network"
1894,2020.emnlp-main.295,2020,20,"summarization, summaries, summary"
1895,2020.emnlp-main.296,2020,20,"summarization, summaries, summary"
1896,2020.emnlp-main.296,2020,-1,noise
1897,2020.emnlp-main.296,2020,71,"question, answering, questions"
1898,2020.emnlp-main.296,2020,-1,noise
1899,2020.emnlp-main.296,2020,71,"question, answering, questions"
1900,2020.emnlp-main.296,2020,65,"retrieval, query, dense"
1901,2020.emnlp-main.297,2020,20,"summarization, summaries, summary"
1902,2020.emnlp-main.297,2020,20,"summarization, summaries, summary"
1903,2020.emnlp-main.297,2020,20,"summarization, summaries, summary"
1904,2020.emnlp-main.297,2020,-1,noise
1905,2020.emnlp-main.297,2020,20,"summarization, summaries, summary"
1906,2020.emnlp-main.297,2020,20,"summarization, summaries, summary"
1907,2020.emnlp-main.297,2020,-1,noise
1908,2020.emnlp-main.298,2020,51,"extraction, relation, document"
1909,2020.emnlp-main.298,2020,-1,noise
1910,2020.emnlp-main.298,2020,-1,noise
1911,2020.emnlp-main.298,2020,58,"entity, linking, entities"
1912,2020.emnlp-main.298,2020,58,"entity, linking, entities"
1913,2020.emnlp-main.298,2020,-1,noise
1914,2020.emnlp-main.298,2020,-1,noise
1915,2020.emnlp-main.299,2020,51,"extraction, relation, document"
1916,2020.emnlp-main.299,2020,52,"relation, relations, shot"
1917,2020.emnlp-main.299,2020,52,"relation, relations, shot"
1918,2020.emnlp-main.299,2020,51,"extraction, relation, document"
1919,2020.emnlp-main.300,2020,51,"extraction, relation, document"
1920,2020.emnlp-main.300,2020,51,"extraction, relation, document"
1921,2020.emnlp-main.300,2020,173,"datasets, experimental, extensive"
1922,2020.emnlp-main.300,2020,173,"datasets, experimental, extensive"
1923,2020.emnlp-main.301,2020,51,"extraction, relation, document"
1924,2020.emnlp-main.301,2020,-1,noise
1925,2020.emnlp-main.301,2020,-1,noise
1926,2020.emnlp-main.301,2020,50,"ner, nested, datasets"
1927,2020.emnlp-main.301,2020,186,"future, research, provide"
1928,2020.emnlp-main.301,2020,-1,noise
1929,2020.emnlp-main.302,2020,-1,noise
1930,2020.emnlp-main.302,2020,51,"extraction, relation, document"
1931,2020.emnlp-main.302,2020,89,"corpus, corpora, training"
1932,2020.emnlp-main.302,2020,173,"datasets, experimental, extensive"
1933,2020.emnlp-main.302,2020,71,"question, answering, questions"
1934,2020.emnlp-main.302,2020,-1,noise
1935,2020.emnlp-main.302,2020,-1,noise
1936,2020.emnlp-main.303,2020,51,"extraction, relation, document"
1937,2020.emnlp-main.303,2020,-1,noise
1938,2020.emnlp-main.303,2020,-1,noise
1939,2020.emnlp-main.303,2020,-1,noise
1940,2020.emnlp-main.303,2020,-1,noise
1941,2020.emnlp-main.303,2020,58,"entity, linking, entities"
1942,2020.emnlp-main.304,2020,-1,noise
1943,2020.emnlp-main.304,2020,176,"learning, transfer, training"
1944,2020.emnlp-main.304,2020,176,"learning, transfer, training"
1945,2020.emnlp-main.304,2020,176,"learning, transfer, training"
1946,2020.emnlp-main.304,2020,173,"datasets, experimental, extensive"
