claim_id,paper_id,year,atomic_claim,claim_index,extractor_model,prompt_hash,run_id,created_at
clm_41015db8ef45e7c0,2020.aacl-main.77,2020,ExpanRL is an end-to-end hierarchical reinforcement learning model for concept expansion in MOOCs.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_505dfd407a8d9977,2020.aacl-main.77,2020,ExpanRL employs a two-level hierarchical reinforcement learning mechanism comprising seed selection and concept expansion.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_4a21c980d86a1428,2020.aacl-main.77,2020,ExpanRL adjusts the expansion strategy based on student feedback on expansion results.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_86c5205a04c8acb9,2020.aacl-main.77,2020,Nine novel datasets from real MOOCs are introduced for evaluating concept expansion.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_82fcd8c1d88aad88,2020.aacl-main.77,2020,ExpanRL outperforms existing methods and maintains competitive performance across different settings.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_2252099b40351ead,2020.aacl-demo.5,2020,MaintNet is an open-source library and data repository that provides predictive maintenance language datasets.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_cc7679794a96169f,2020.aacl-demo.5,2020,"Novel annotated datasets for predictive maintenance are provided for aviation, automotive, and facility maintenance domains.",1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_df606b0d0be4438a,2020.aacl-demo.5,2020,"New tools for segmentation, spell checking, part-of-speech tagging, clustering, and classification of maintenance logbook records are introduced.",2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_efb83d7593b14910,2022.aacl-demo.2,2022,"TexPrax is a messaging system that enables collection and annotation of problems, causes, and solutions in work-related chats.",0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_85d8f905d82221c6,2022.aacl-demo.2,2022,TexPrax employs a chatbot to engage employees in providing lightweight annotations on their conversations.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_4e6b9491407cb65a,2022.aacl-demo.2,2022,"TexPrax incorporates end-to-end message encryption and gives users full control over their data, providing advantages over conventional annotation tools.",2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_fdb23da0216abb5c,2022.aacl-demo.2,2022,TexPrax was evaluated in a user study with German factory employees.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_9f654e6f1936c4d6,2022.aacl-demo.2,2022,TexPrax produced a dataset of task-oriented German dialogues with sentence-level expert annotations.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_400134f15ba676b3,2022.aacl-demo.2,2022,"Analysis of the collected dialogues reveals frequent code-switching, varying abbreviations for the same entity, and dialectal variations.",5,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_767318e1628fdfde,2022.aacl-demo.4,2022,SQuARE v2 provides an explainability infrastructure that supports comparing QA models using saliency maps and graph-based explanations.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_15c836ea7e8da797,2022.aacl-demo.4,2022,Graph-based explanations derived from external Knowledge Graphs enable users to verify the reasoning behind QA model predictions.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_eb4b23dac04b2aef,2022.aacl-demo.4,2022,SQuARE v2 includes multiple adversarial attacks for evaluating the robustness of QA models.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_42ae278d236b3c81,2020.aacl-main.26,2020,"A comparative evaluation of probabilistic, distributional, and Transformer-based models for logical metonymy interpretation is presented.",0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_49e671113195b3ad,2020.aacl-main.26,2020,"BERT, RoBERTa, XLNet, and GPT-2 are evaluated on logical metonymy interpretation for the first time.",1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_d23e12062035c5ab,2020.aacl-main.26,2020,Best Transformer-based models achieve performance comparable to top traditional distributional models on logical metonymy interpretation.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_25028371d58d6e53,2020.aacl-main.26,2020,"Performance remains low on certain testing datasets, indicating that logical metonymy remains challenging for computational modeling.",3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_ba85113733882d99,2020.aacl-srw.4,2020,A siamese convolutional neural network architecture learns a semantic similarity metric between two sentences.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_ad9f7f5357b17c62,2020.aacl-srw.4,2020,Cosine similarity and Manhattan similarity are compared as similarity metrics within the siamese convolutional neural network architecture.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_c00180030c9e3225,2020.aacl-srw.4,2020,The siamese convolutional neural network architecture with Manhattan similarity outperforms siamese LSTM and siamese bidirectional LSTM architectures on binary Chinese sentence similarity classification.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_19b6bf3a625a573a,2020.aacl-main.4,2020,A graph attention network with memory fusion is introduced for aspect-level sentiment analysis.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_94d2a86f27ee36d4,2020.aacl-main.4,2020,"The network assigns different weights to edges in the graph, unlike graph convolutional networks that assign equal weight.",1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_f9b6e9bed68f9fb9,2020.aacl-main.4,2020,Syntactic constraints are imposed to block graph convolutional propagation of words unrelated to the target aspect.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_24078b01ec98fe24,2020.aacl-main.4,2020,A convolutional layer and memory fusion are applied to learn and exploit multiword relations and assign varying weights to words.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_c83df3b11aa5d324,2020.aacl-main.4,2020,Experimental evaluation on multiple benchmark datasets shows the method outperforms existing approaches.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_2c642fb4750bf93b,2020.aacl-main.44,2020,A dataset of location trajectories of 729 students over seven months together with textual data related to those locations is introduced.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_85f782dc3452f09d,2020.aacl-main.44,2020,Several strategies for creating embeddings of spatial locations from trajectories and textual representations are implemented.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_4c2723bdda02f914,2020.aacl-main.44,2020,Embeddings of sequences of visited locations are generated using the location embeddings.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_d126914ce7ce69dc,2020.aacl-main.44,2020,"Probing tasks are proposed to assess surface-level properties captured by location embeddings, such as the presence of a specific location in a sequence or the type of activities occurring at a location.",3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_d7e3bfd675190d30,2020.aacl-main.44,2020,Location embeddings are employed to predict a student's area of study.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_c5b7709793817709,2020.aacl-main.44,2020,Location embeddings are employed to predict a student's depression level.,5,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_c2c710362f04a405,2020.aacl-main.35,2020,A suite of pretrained intent detection models trained on wikiHow is introduced.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_8af9c2411bfbfa64,2020.aacl-main.35,2020,The models can predict a broad range of intended goals from many actions.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_c7915acde2ea94da,2020.aacl-main.35,2020,"The models achieve state-of-the-art results on the Snips dataset, the Schema-Guided Dialogue dataset, and the Facebook multilingual dialog datasets.",2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_43bb9861dd1ed56a,2020.aacl-main.35,2020,The models demonstrate strong zero- and few-shot performance with limited training data.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_ce2c193bc6022b66,2020.aacl-srw.11,2020,"The syntax of primary statements for the Sanskritam programming language, based on natural Sanskrit, is formally specified.",0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_aec86ea1940fe63f,2020.aacl-srw.11,2020,"Six primary statement forms—declaration, assignment, inline initialization, if‑then‑else, for loop, and while loop—are defined for Sanskritam.",1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_176f0ee71733b2f2,2020.aacl-srw.11,2020,The specification incorporates techniques from Sanskrit textual traditions such as sūtra‑based disciplines and Navya‑Nyāya formal language into modern Sanskrit NLP.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_b3f58e68a6d2fd08,2020.aacl-main.30,2020,A modality-transferable model uses emotion embeddings for multimodal emotion recognition.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_d052bb66ef4277ec,2020.aacl-main.30,2020,Pre-trained word embeddings represent emotion categories for textual data in the model.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_de459a2c0ee37109,2020.aacl-main.30,2020,Two mapping functions are learned to transfer emotion embeddings into visual and acoustic spaces.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_6f8e1a357faac332,2020.aacl-main.30,2020,The model predicts emotions by calculating representation distances between input sequences and target emotion embeddings for each modality.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_30c215f4cc289c6c,2020.aacl-main.30,2020,The model can directly adapt to unseen emotions in any modality using pre-trained embeddings and modality mapping functions.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_82bf99468c589e55,2020.aacl-main.30,2020,The model achieves state-of-the-art performance on most emotion categories.,5,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_4a88c4b37863edcd,2020.aacl-main.30,2020,The model outperforms existing baselines in zero-shot and few-shot scenarios for unseen emotions.,6,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_0ea17b85412ffa96,2020.aacl-main.11,2020,JS divergence is used to detect changes in the attention mode during BERT fine-tuning.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e01005f57720011a,2020.aacl-main.11,2020,SVCCA distance is used to examine changes in the feature extraction mode during BERT fine-tuning.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_3269f85f431b0dca,2020.aacl-main.11,2020,BERT fine-tuning primarily changes the attention mode of the last layers.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_9e8e923d2123f9d0,2020.aacl-main.11,2020,BERT fine-tuning modifies the feature extraction mode of the intermediate and last layers.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_2b9e9e697787b3cc,2020.aacl-main.11,2020,The consistency of BERT fine-tuning is analyzed across different random seeds and datasets.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_a8298a9a95218d91,2020.aacl-main.51,2020,A systematic exploration and comparison of different redundancy reduction strategies for summarizing long documents is performed.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e3ff37b20aadd4b3,2020.aacl-main.51,2020,Existing redundancy reduction methods are organized into categories based on when and how redundancy is considered.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_894e5d5d1657db7f,2020.aacl-main.51,2020,Three new methods that balance non-redundancy and importance in a general and flexible manner are introduced.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_b1f3d83b531b9195,2020.aacl-main.51,2020,The introduced methods achieve state-of-the-art ROUGE performance on PubMed and arXiv scientific paper summarization datasets while significantly reducing redundancy.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_531ad013b165cc2a,2020.aacl-main.86,2020,A multi-task learning framework learns gaze behavior at run time to improve automatic essay grading.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_42d43b9d9c19f8eb,2020.aacl-main.86,2020,The framework improves performance over the state-of-the-art on essay sets with available gaze data.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_16ef0e8457fd34f7,2020.aacl-main.86,2020,The framework improves performance on essay sets without any gaze data.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_ef10a23bef7da307,2020.aacl-main.6,2020,A sentiment-aware news encoder is jointly trained with an auxiliary sentiment prediction task to produce sentiment-aware news representations.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_9a8a273b091a24c8,2020.aacl-main.6,2020,A sentiment diversity regularization method penalizes the model by combining the overall sentiment orientation of browsed news with the click and sentiment scores of candidate news.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_cda3f051d9496b42,2020.aacl-main.6,2020,User representations are derived from browsed news representations and combined with candidate news representations to compute click scores.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_94c2b3b766023288,2020.aacl-main.6,2020,The proposed approach improves sentiment diversity in news recommendation without sacrificing recommendation performance.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_5e7c65c7664ecb1a,2020.aacl-main.39,2020,Multilingual Quality Estimation approaches that incorporate translation model scores outperform single-language QE models.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_0a41e690d0296bd7,2020.aacl-main.39,2020,The performance advantage of multilingual QE is especially pronounced for imbalanced quality label distributions and low-resource language settings.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e1456682512c31af,2020.aacl-main.39,2020,Zero-shot Quality Estimation can accurately predict translation quality for a previously unseen language using models trained on other languages.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_0ae167fef9607129,2020.aacl-main.39,2020,Neural QE models built on powerful pre-trained representations generalize effectively across multiple languages.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_af5c044b01ee3c49,2020.aacl-main.65,2020,DAPPER learns domain-adapted persona representations by combining a pretrained language model with an external memory.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_980bcc33ba162e61,2020.aacl-main.65,2020,DAPPER embeds persona from natural language to alleviate task- or domain-specific data sparsity.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_23045a2a9a0be376,2020.aacl-main.65,2020,Transferability of DAPPER's persona embeddings is evaluated in simulated low-resource scenarios.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_978c56d5cb9219de,2020.aacl-main.65,2020,DAPPER's persona embeddings are more transferable than those produced by other approaches.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_89894ef22f438606,2020.aacl-main.65,2020,Learned persona embeddings improve performance on downstream tasks such as hate speech detection.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_4779bfda2c14db62,2020.aacl-main.10,2020,Word clusters are incorporated into the Continuous Bag-of-Words model by replacing infrequent input and output words with their clusters.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_87ce337423968401,2020.aacl-main.10,2020,The resulting cluster-incorporated CBOW model generates embeddings for frequent words and a limited set of cluster embeddings that can be fine-tuned in downstream tasks.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_f129975ed71569ba,2020.aacl-main.10,2020,The word-cluster replacement method achieves effective performance on multiple downstream tasks.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e52db6eaecdca723,2020.aacl-main.10,2020,Analysis indicates that the word-cluster replacement method may be applicable to other models that generate word embeddings.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_74d5c5262d1c758d,2020.aacl-main.25,2020,Label smoothing optimizes a regularized objective that penalizes over‑confident outputs in neural machine translation.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_629d7faeab855fa1,2020.aacl-main.25,2020,Varying the set of tokens to which label smoothing is applied influences neural machine translation performance.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e54e6af4e5fbaca0,2020.aacl-main.25,2020,Tuning the probability mass removed from true target tokens and choosing different prior distributions can further improve the performance of strong neural machine translation systems.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_77cfc765b3ee6ba5,2020.aacl-main.25,2020,Theoretical analysis demonstrates that label smoothing is well‑motivated for neural machine translation.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_37724c502bfb051c,2020.aacl-main.28,2020,Bridge concepts are extracted from multi-hop reasoning paths and integrated to generate commonsense explanations.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_ba6f47d095a0c0be,2020.aacl-main.28,2020,External commonsense knowledge is used to construct a subgraph of multi-hop paths that connect a statement to bridge concepts.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_a60673edd470039d,2020.aacl-main.28,2020,"A bridge concept extraction model scores triples, routes paths in the subgraph, and selects bridge concepts with weak supervision at both the triple and concept levels.",2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_3f5833c06dc14953,2020.aacl-main.28,2020,The proposed method achieves superior performance compared to prior baselines on commonsense explanation generation in both automatic and human evaluations.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_7d13eb4efbbbde17,2020.aacl-srw.7,2020,Unsupervised extractive summarization methods are applied to generate chapter summaries for grade 10 Hindi history textbooks.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_b604173b9fe13cde,2020.aacl-srw.7,2020,"TextRank, LexRank, Luhn, and KLSum are evaluated as extractive summarization algorithms for Hindi history chapter summarization.",1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_33640a0379070f72,2020.aacl-srw.7,2020,Luhn and TextRank achieve the highest ROUGE scores in intrinsic evaluation of Hindi history chapter summaries.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_5530918e5ddd53f6,2020.aacl-srw.7,2020,TextRank yields the most effective summaries for answering exam questions in extrinsic evaluation.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_6da045c7fac24055,2022.aacl-main.17,2022,An efficient method detects time-series performance degradation of word embeddings and pre-trained language models by calculating semantic shift.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_946a4ff9274e7245,2022.aacl-main.17,2022,The method enables monitoring performance to inform decisions about model re-training.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_dd5e271ac6ea234a,2022.aacl-main.17,2022,Experiments show that the method identifies time-series performance degradation in Japanese and English datasets.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_cd0b1efca35eb87b,2020.aacl-main.53,2020,Mixed-lingual pre-training combines cross-lingual translation tasks with monolingual masked language modeling tasks.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_13e969bde86cc830,2020.aacl-main.53,2020,"The architecture lacks task-specific components, which reduces memory consumption and improves optimization efficiency.",1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_0163ddd4fb1bb236,2020.aacl-main.53,2020,Mixed-lingual pre-training boosts the performance of cross-lingual summarization.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_582dedb13250c43d,2020.aacl-main.53,2020,The model surpasses state-of-the-art performance on the NCLS dataset for English-to-Chinese and Chinese-to-English cross-lingual summarization.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_b9f5ea4f8495b6a5,2022.aacl-main.28,2022,A joint top-down framework learns from both discourse dependency and constituency parsing using a shared encoder and two independent decoders.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_099f20b7a2b3e163,2022.aacl-main.28,2022,A constituency-to-dependency conversion scheme tailored for the Chinese discourse corpus enables high-quality joint learning of discourse parsing.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e5552e82dc0709e4,2022.aacl-main.28,2022,"Incorporating dependency information enhances understanding of rhetorical structure, especially for upper-level tree layers, in discourse parsing.",2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_cfa720ea975890e2,2020.aacl-demo.6,2020,fairseq S2T is a fairseq extension for speech-to-text modeling tasks such as end-to-end speech recognition and speech-to-text translation.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_eebe5e2f829cdca8,2020.aacl-demo.6,2020,"fairseq S2T provides end-to-end workflows covering data pre-processing, model training, and offline (online) inference.",1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_44e796c3123be4c8,2020.aacl-demo.6,2020,fairseq S2T implements state-of-the-art RNN-based and Transformer-based models for speech-to-text tasks.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e9e2e2362bcf636b,2020.aacl-demo.6,2020,fairseq S2T enables seamless integration of machine translation and language models into speech-to-text workflows for multi-task learning or transfer learning.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_ed734a680158ab44,2020.aacl-srw.2,2020,Two-Headed Monster (THM) introduces two symmetric encoder modules and one decoder module connected with co-attention for neural transduction models.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_80a426ad70c5be09,2020.aacl-srw.2,2020,Crossed Co-Attention Networks (CCNs) implement the THM paradigm using a Transformer-based architecture.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_25287be3ba62807d,2020.aacl-srw.2,2020,Crossed Co-Attention Networks achieve higher BLEU scores than a strong Transformer baseline on EN-DE and EN-FI translation tasks.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_b681ecf53919fcdc,2020.aacl-srw.2,2020,Crossed Co-Attention Networks increase training epoch time by approximately 75% relative to the Transformer baseline.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_738180f179d3ecdc,2020.aacl-main.85,2020,IndoNLU provides a benchmark comprising twelve Indonesian natural language understanding tasks spanning single-sentence classification to pair-sentence sequence labeling across diverse domains and styles.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
