claim_id,paper_id,year,cluster,cluster_name
5193,2021.emnlp-main.79,2021,-1,noise
5194,2021.emnlp-main.706,2021,77,"sense, disambiguation, word"
5195,2021.emnlp-main.276,2021,53,"graph, knowledge, completion"
5196,2021.emnlp-main.276,2021,53,"graph, knowledge, completion"
5197,2021.emnlp-main.276,2021,-1,noise
5198,2021.emnlp-main.276,2021,56,"attention, training, pruning"
5199,2021.emnlp-main.276,2021,72,"reasoning, math, problems"
5200,2021.emnlp-main.144,2021,16,"intent, shot, classification"
5201,2021.emnlp-main.144,2021,-1,noise
5202,2021.emnlp-main.144,2021,16,"intent, shot, classification"
5203,2021.emnlp-main.8,2021,11,"dialogue, dialog, dialogues"
5204,2021.emnlp-main.8,2021,11,"dialogue, dialog, dialogues"
5205,2021.emnlp-main.8,2021,11,"dialogue, dialog, dialogues"
5206,2021.emnlp-main.8,2021,11,"dialogue, dialog, dialogues"
5207,2021.emnlp-main.8,2021,11,"dialogue, dialog, dialogues"
5208,2021.emnlp-main.302,2021,8,"adversarial, attacks, attack"
5209,2021.emnlp-main.302,2021,8,"adversarial, attacks, attack"
5210,2021.emnlp-main.302,2021,66,"named, entity, recognition"
5211,2021.emnlp-main.302,2021,66,"named, entity, recognition"
5212,2021.emnlp-main.302,2021,66,"named, entity, recognition"
5213,2021.emnlp-main.87,2021,11,"dialogue, dialog, dialogues"
5214,2021.emnlp-main.87,2021,11,"dialogue, dialog, dialogues"
5215,2021.emnlp-main.87,2021,11,"dialogue, dialog, dialogues"
5216,2021.emnlp-main.87,2021,71,"multilingual, lingual, language"
5217,2021.emnlp-main.412,2021,33,"generation, text, language"
5218,2021.emnlp-main.412,2021,33,"generation, text, language"
5219,2021.emnlp-main.412,2021,33,"generation, text, language"
5220,2021.emnlp-main.412,2021,33,"generation, text, language"
5221,2021.emnlp-main.412,2021,33,"generation, text, language"
5222,2021.emnlp-main.717,2021,1,"aspect, sentiment, opinion"
5223,2021.emnlp-main.717,2021,1,"aspect, sentiment, opinion"
5224,2021.emnlp-main.717,2021,1,"aspect, sentiment, opinion"
5225,2021.emnlp-main.630,2021,34,"simplification, text, edit"
5226,2021.emnlp-main.630,2021,34,"simplification, text, edit"
5227,2021.emnlp-main.630,2021,34,"simplification, text, edit"
5228,2021.emnlp-main.630,2021,34,"simplification, text, edit"
5229,2021.emnlp-main.166,2021,56,"attention, training, pruning"
5230,2021.emnlp-main.166,2021,6,"visual, vision, image"
5231,2021.emnlp-main.166,2021,6,"visual, vision, image"
5232,2021.emnlp-main.166,2021,56,"attention, training, pruning"
5233,2021.emnlp-main.106,2021,0,"coreference, resolution, event"
5234,2021.emnlp-main.106,2021,-1,noise
5235,2021.emnlp-main.106,2021,0,"coreference, resolution, event"
5236,2021.emnlp-main.106,2021,0,"coreference, resolution, event"
5237,2021.emnlp-main.466,2021,-1,noise
5238,2021.emnlp-main.466,2021,56,"attention, training, pruning"
5239,2021.emnlp-main.466,2021,56,"attention, training, pruning"
5240,2021.emnlp-main.466,2021,68,"question, answering, questions"
5241,2021.emnlp-main.466,2021,68,"question, answering, questions"
5242,2021.emnlp-main.278,2021,-1,noise
5243,2021.emnlp-main.278,2021,-1,noise
5244,2021.emnlp-main.278,2021,33,"generation, text, language"
5245,2021.emnlp-main.278,2021,-1,noise
5246,2021.emnlp-main.278,2021,53,"graph, knowledge, completion"
5247,2021.emnlp-main.278,2021,-1,noise
5248,2021.emnlp-main.395,2021,54,"parsing, dependency, constituency"
5249,2021.emnlp-main.395,2021,54,"parsing, dependency, constituency"
5250,2021.emnlp-main.395,2021,54,"parsing, dependency, constituency"
5251,2021.emnlp-main.363,2021,1,"aspect, sentiment, opinion"
5252,2021.emnlp-main.658,2021,53,"graph, knowledge, completion"
5253,2021.emnlp-main.658,2021,53,"graph, knowledge, completion"
5254,2021.emnlp-main.658,2021,53,"graph, knowledge, completion"
5255,2021.emnlp-main.658,2021,53,"graph, knowledge, completion"
5256,2021.emnlp-main.218,2021,58,"relation, extraction, document"
5257,2021.emnlp-main.218,2021,58,"relation, extraction, document"
5258,2021.emnlp-main.218,2021,-1,noise
5259,2021.emnlp-main.838,2021,56,"attention, training, pruning"
5260,2021.emnlp-main.838,2021,56,"attention, training, pruning"
5261,2021.emnlp-main.838,2021,56,"attention, training, pruning"
5262,2021.emnlp-main.838,2021,56,"attention, training, pruning"
5263,2021.emnlp-main.838,2021,56,"attention, training, pruning"
5264,2021.emnlp-main.324,2021,6,"visual, vision, image"
5265,2021.emnlp-main.324,2021,6,"visual, vision, image"
5266,2021.emnlp-main.324,2021,6,"visual, vision, image"
5267,2021.emnlp-main.172,2021,24,"response, generation, responses"
5268,2021.emnlp-main.172,2021,11,"dialogue, dialog, dialogues"
5269,2021.emnlp-main.172,2021,24,"response, generation, responses"
5270,2021.emnlp-main.693,2021,51,"reading, comprehension, readability"
5271,2021.emnlp-main.693,2021,51,"reading, comprehension, readability"
5272,2021.emnlp-main.320,2021,18,"emotion, emotions, conversations"
5273,2021.emnlp-main.143,2021,11,"dialogue, dialog, dialogues"
5274,2021.emnlp-main.143,2021,11,"dialogue, dialog, dialogues"
5275,2021.emnlp-main.143,2021,-1,noise
5276,2021.emnlp-main.214,2021,20,"argument, argumentative, arguments"
5277,2021.emnlp-main.214,2021,20,"argument, argumentative, arguments"
5278,2021.emnlp-main.214,2021,20,"argument, argumentative, arguments"
5279,2021.emnlp-main.214,2021,20,"argument, argumentative, arguments"
5280,2021.emnlp-main.633,2021,-1,noise
5281,2021.emnlp-main.633,2021,6,"visual, vision, image"
5282,2021.emnlp-main.633,2021,-1,noise
5283,2021.emnlp-main.306,2021,-1,noise
5284,2021.emnlp-main.306,2021,-1,noise
5285,2021.emnlp-main.306,2021,-1,noise
5286,2021.emnlp-main.306,2021,-1,noise
5287,2021.emnlp-main.306,2021,-1,noise
5288,2021.emnlp-main.618,2021,11,"dialogue, dialog, dialogues"
5289,2021.emnlp-main.618,2021,11,"dialogue, dialog, dialogues"
5290,2021.emnlp-main.618,2021,11,"dialogue, dialog, dialogues"
5291,2021.emnlp-main.568,2021,-1,noise
5292,2021.emnlp-main.568,2021,-1,noise
5293,2021.emnlp-main.568,2021,-1,noise
5294,2021.emnlp-main.568,2021,-1,noise
5295,2021.emnlp-main.735,2021,76,"lexical, word, words"
5296,2021.emnlp-main.735,2021,6,"visual, vision, image"
5297,2021.emnlp-main.735,2021,6,"visual, vision, image"
5298,2021.emnlp-main.735,2021,6,"visual, vision, image"
5299,2021.emnlp-main.1,2021,43,"translation, machine, neural"
5300,2021.emnlp-main.1,2021,40,"autoregressive, translation, non"
5301,2021.emnlp-main.1,2021,40,"autoregressive, translation, non"
5302,2021.emnlp-main.1,2021,43,"translation, machine, neural"
5303,2021.emnlp-main.1,2021,40,"autoregressive, translation, non"
5304,2021.emnlp-main.540,2021,51,"reading, comprehension, readability"
5305,2021.emnlp-main.540,2021,51,"reading, comprehension, readability"
5306,2021.emnlp-main.540,2021,51,"reading, comprehension, readability"
5307,2021.emnlp-main.540,2021,51,"reading, comprehension, readability"
5308,2021.emnlp-main.30,2021,-1,noise
5309,2021.emnlp-main.30,2021,38,"distillation, student, knowledge"
5310,2021.emnlp-main.502,2021,78,"language, large, tuning"
5311,2021.emnlp-main.502,2021,-1,noise
5312,2021.emnlp-main.502,2021,-1,noise
5313,2021.emnlp-main.502,2021,57,"retrieval, dense, retrievers"
5314,2021.emnlp-main.502,2021,-1,noise
5315,2021.emnlp-main.313,2021,-1,noise
5316,2021.emnlp-main.313,2021,-1,noise
5317,2021.emnlp-main.313,2021,74,"embeddings, sentence, embedding"
5318,2021.emnlp-main.313,2021,-1,noise
5319,2021.emnlp-main.313,2021,-1,noise
5320,2021.emnlp-main.355,2021,-1,noise
5321,2021.emnlp-main.355,2021,-1,noise
5322,2021.emnlp-main.355,2021,21,"recommendation, conversational, recommendations"
5323,2021.emnlp-main.355,2021,21,"recommendation, conversational, recommendations"
5324,2021.emnlp-main.518,2021,11,"dialogue, dialog, dialogues"
5325,2021.emnlp-main.518,2021,11,"dialogue, dialog, dialogues"
5326,2021.emnlp-main.518,2021,11,"dialogue, dialog, dialogues"
5327,2021.emnlp-main.518,2021,11,"dialogue, dialog, dialogues"
5328,2021.emnlp-main.616,2021,-1,noise
5329,2021.emnlp-main.616,2021,-1,noise
5330,2021.emnlp-main.616,2021,-1,noise
5331,2021.emnlp-main.616,2021,-1,noise
5332,2021.emnlp-main.616,2021,-1,noise
5333,2021.emnlp-main.577,2021,17,"story, stories, narrative"
5334,2021.emnlp-main.577,2021,-1,noise
5335,2021.emnlp-main.577,2021,-1,noise
5336,2021.emnlp-main.378,2021,-1,noise
5337,2021.emnlp-main.378,2021,-1,noise
5338,2021.emnlp-main.378,2021,-1,noise
5339,2021.emnlp-main.378,2021,65,"entity, linking, mention"
5340,2021.emnlp-main.378,2021,-1,noise
5341,2021.emnlp-main.201,2021,-1,noise
5342,2021.emnlp-main.201,2021,-1,noise
5343,2021.emnlp-main.201,2021,-1,noise
5344,2021.emnlp-main.839,2021,-1,noise
5345,2021.emnlp-main.839,2021,66,"named, entity, recognition"
5346,2021.emnlp-main.839,2021,66,"named, entity, recognition"
5347,2021.emnlp-main.558,2021,38,"distillation, student, knowledge"
5348,2021.emnlp-main.558,2021,62,"fact, verification, checking"
5349,2021.emnlp-main.558,2021,62,"fact, verification, checking"
5350,2021.emnlp-main.724,2021,-1,noise
5351,2021.emnlp-main.724,2021,1,"aspect, sentiment, opinion"
5352,2021.emnlp-main.497,2021,59,"query, passage, question"
5353,2021.emnlp-main.497,2021,59,"query, passage, question"
5354,2021.emnlp-main.497,2021,-1,noise
5355,2021.emnlp-main.497,2021,59,"query, passage, question"
5356,2021.emnlp-main.146,2021,2,"keyphrase, keyphrases, generation"
5357,2021.emnlp-main.146,2021,2,"keyphrase, keyphrases, generation"
5358,2021.emnlp-main.146,2021,2,"keyphrase, keyphrases, generation"
5359,2021.emnlp-main.835,2021,-1,noise
5360,2021.emnlp-main.835,2021,-1,noise
5361,2021.emnlp-main.835,2021,56,"attention, training, pruning"
5362,2021.emnlp-main.366,2021,58,"relation, extraction, document"
5363,2021.emnlp-main.366,2021,58,"relation, extraction, document"
5364,2021.emnlp-main.366,2021,58,"relation, extraction, document"
5365,2021.emnlp-main.366,2021,58,"relation, extraction, document"
5366,2021.emnlp-main.777,2021,10,"event, extraction, temporal"
5367,2021.emnlp-main.777,2021,10,"event, extraction, temporal"
5368,2021.emnlp-main.227,2021,60,"passage, retrieval, dense"
5369,2021.emnlp-main.227,2021,60,"passage, retrieval, dense"
5370,2021.emnlp-main.227,2021,60,"passage, retrieval, dense"
5371,2021.emnlp-main.227,2021,60,"passage, retrieval, dense"
5372,2021.emnlp-main.164,2021,6,"visual, vision, image"
5373,2021.emnlp-main.164,2021,6,"visual, vision, image"
5374,2021.emnlp-main.164,2021,6,"visual, vision, image"
5375,2021.emnlp-main.164,2021,6,"visual, vision, image"
5376,2021.emnlp-main.737,2021,41,"speech, speaker, audio"
5377,2021.emnlp-main.737,2021,41,"speech, speaker, audio"
5378,2021.emnlp-main.737,2021,41,"speech, speaker, audio"
5379,2021.emnlp-main.737,2021,41,"speech, speaker, audio"
5380,2021.emnlp-main.737,2021,41,"speech, speaker, audio"
5381,2021.emnlp-main.737,2021,41,"speech, speaker, audio"
5382,2021.emnlp-main.411,2021,27,"causal, llm, judge"
5383,2021.emnlp-main.411,2021,74,"embeddings, sentence, embedding"
5384,2021.emnlp-main.411,2021,74,"embeddings, sentence, embedding"
5385,2021.emnlp-main.375,2021,37,"political, social, language"
5386,2021.emnlp-main.375,2021,37,"political, social, language"
5387,2021.emnlp-main.375,2021,37,"political, social, language"
5388,2021.emnlp-main.375,2021,-1,noise
5389,2021.emnlp-main.763,2021,-1,noise
5390,2021.emnlp-main.763,2021,-1,noise
5391,2021.emnlp-main.763,2021,-1,noise
5392,2021.emnlp-main.763,2021,-1,noise
5393,2021.emnlp-main.327,2021,6,"visual, vision, image"
5394,2021.emnlp-main.327,2021,6,"visual, vision, image"
5395,2021.emnlp-main.756,2021,57,"retrieval, dense, retrievers"
5396,2021.emnlp-main.756,2021,-1,noise
5397,2021.emnlp-main.756,2021,68,"question, answering, questions"
5398,2021.emnlp-main.456,2021,-1,noise
5399,2021.emnlp-main.456,2021,64,"commonsense, reasoning, knowledge"
5400,2021.emnlp-main.456,2021,74,"embeddings, sentence, embedding"
5401,2021.emnlp-main.456,2021,-1,noise
5402,2021.emnlp-main.456,2021,-1,noise
5403,2021.emnlp-main.668,2021,-1,noise
5404,2021.emnlp-main.668,2021,43,"translation, machine, neural"
5405,2021.emnlp-main.816,2021,58,"relation, extraction, document"
5406,2021.emnlp-main.816,2021,58,"relation, extraction, document"
5407,2021.emnlp-main.14,2021,2,"keyphrase, keyphrases, generation"
5408,2021.emnlp-main.14,2021,2,"keyphrase, keyphrases, generation"
5409,2021.emnlp-main.14,2021,2,"keyphrase, keyphrases, generation"
5410,2021.emnlp-main.14,2021,2,"keyphrase, keyphrases, generation"
5411,2021.emnlp-main.14,2021,2,"keyphrase, keyphrases, generation"
5412,2021.emnlp-main.360,2021,6,"visual, vision, image"
5413,2021.emnlp-main.360,2021,1,"aspect, sentiment, opinion"
5414,2021.emnlp-main.374,2021,8,"adversarial, attacks, attack"
5415,2021.emnlp-main.374,2021,8,"adversarial, attacks, attack"
5416,2021.emnlp-main.374,2021,8,"adversarial, attacks, attack"
5417,2021.emnlp-main.374,2021,78,"language, large, tuning"
5418,2021.emnlp-main.519,2021,7,"summarization, summaries, summary"
5419,2021.emnlp-main.519,2021,7,"summarization, summaries, summary"
5420,2021.emnlp-main.519,2021,7,"summarization, summaries, summary"
5421,2021.emnlp-main.519,2021,7,"summarization, summaries, summary"
5422,2021.emnlp-main.287,2021,-1,noise
5423,2021.emnlp-main.287,2021,-1,noise
5424,2021.emnlp-main.287,2021,-1,noise
5425,2021.emnlp-main.287,2021,-1,noise
5426,2021.emnlp-main.598,2021,64,"commonsense, reasoning, knowledge"
5427,2021.emnlp-main.598,2021,64,"commonsense, reasoning, knowledge"
5428,2021.emnlp-main.598,2021,15,"shot, zero, learning"
5429,2021.emnlp-main.598,2021,64,"commonsense, reasoning, knowledge"
5430,2021.emnlp-main.598,2021,64,"commonsense, reasoning, knowledge"
5431,2021.emnlp-main.465,2021,-1,noise
5432,2021.emnlp-main.465,2021,56,"attention, training, pruning"
5433,2021.emnlp-main.134,2021,-1,noise
5434,2021.emnlp-main.134,2021,56,"attention, training, pruning"
5435,2021.emnlp-main.134,2021,68,"question, answering, questions"
5436,2021.emnlp-main.23,2021,1,"aspect, sentiment, opinion"
5437,2021.emnlp-main.23,2021,1,"aspect, sentiment, opinion"
5438,2021.emnlp-main.23,2021,1,"aspect, sentiment, opinion"
5439,2021.emnlp-main.44,2021,11,"dialogue, dialog, dialogues"
5440,2021.emnlp-main.44,2021,6,"visual, vision, image"
5441,2021.emnlp-main.44,2021,6,"visual, vision, image"
5442,2021.emnlp-main.603,2021,38,"distillation, student, knowledge"
5443,2021.emnlp-main.603,2021,38,"distillation, student, knowledge"
5444,2021.emnlp-main.603,2021,38,"distillation, student, knowledge"
5445,2021.emnlp-main.603,2021,38,"distillation, student, knowledge"
5446,2021.emnlp-main.603,2021,38,"distillation, student, knowledge"
5447,2021.emnlp-main.215,2021,2,"keyphrase, keyphrases, generation"
5448,2021.emnlp-main.215,2021,-1,noise
5449,2021.emnlp-main.215,2021,2,"keyphrase, keyphrases, generation"
5450,2021.emnlp-main.107,2021,10,"event, extraction, temporal"
5451,2021.emnlp-main.107,2021,-1,noise
5452,2021.emnlp-main.358,2021,18,"emotion, emotions, conversations"
5453,2021.emnlp-main.358,2021,18,"emotion, emotions, conversations"
5454,2021.emnlp-main.358,2021,18,"emotion, emotions, conversations"
5455,2021.emnlp-main.358,2021,18,"emotion, emotions, conversations"
5456,2021.emnlp-main.358,2021,18,"emotion, emotions, conversations"
5457,2021.emnlp-main.631,2021,11,"dialogue, dialog, dialogues"
5458,2021.emnlp-main.631,2021,11,"dialogue, dialog, dialogues"
5459,2021.emnlp-main.631,2021,11,"dialogue, dialog, dialogues"
5460,2021.emnlp-main.631,2021,11,"dialogue, dialog, dialogues"
5461,2021.emnlp-main.410,2021,37,"political, social, language"
5462,2021.emnlp-main.410,2021,37,"political, social, language"
5463,2021.emnlp-main.410,2021,-1,noise
5464,2021.emnlp-main.709,2021,53,"graph, knowledge, completion"
5465,2021.emnlp-main.709,2021,53,"graph, knowledge, completion"
5466,2021.emnlp-main.709,2021,53,"graph, knowledge, completion"
5467,2021.emnlp-main.427,2021,15,"shot, zero, learning"
5468,2021.emnlp-main.427,2021,15,"shot, zero, learning"
5469,2021.emnlp-main.427,2021,15,"shot, zero, learning"
5470,2021.emnlp-main.349,2021,12,"style, transfer, text"
5471,2021.emnlp-main.349,2021,3,"paraphrase, paraphrases, paraphrasing"
5472,2021.emnlp-main.349,2021,12,"style, transfer, text"
5473,2021.emnlp-main.349,2021,-1,noise
5474,2021.emnlp-main.847,2021,-1,noise
5475,2021.emnlp-main.847,2021,74,"embeddings, sentence, embedding"
5476,2021.emnlp-main.847,2021,76,"lexical, word, words"
5477,2021.emnlp-main.847,2021,-1,noise
5478,2021.emnlp-main.847,2021,-1,noise
5479,2021.emnlp-main.67,2021,56,"attention, training, pruning"
5480,2021.emnlp-main.67,2021,56,"attention, training, pruning"
5481,2021.emnlp-main.67,2021,51,"reading, comprehension, readability"
5482,2021.emnlp-main.796,2021,1,"aspect, sentiment, opinion"
5483,2021.emnlp-main.796,2021,-1,noise
5484,2021.emnlp-main.179,2021,11,"dialogue, dialog, dialogues"
5485,2021.emnlp-main.179,2021,11,"dialogue, dialog, dialogues"
5486,2021.emnlp-main.804,2021,23,"explanations, explanation, rationales"
5487,2021.emnlp-main.804,2021,-1,noise
5488,2021.emnlp-main.832,2021,56,"attention, training, pruning"
5489,2021.emnlp-main.832,2021,-1,noise
5490,2021.emnlp-main.832,2021,56,"attention, training, pruning"
5491,2021.emnlp-main.338,2021,-1,noise
5492,2021.emnlp-main.338,2021,54,"parsing, dependency, constituency"
5493,2021.emnlp-main.588,2021,64,"commonsense, reasoning, knowledge"
5494,2021.emnlp-main.588,2021,-1,noise
5495,2021.emnlp-main.588,2021,-1,noise
5496,2021.emnlp-main.565,2021,-1,noise
5497,2021.emnlp-main.565,2021,-1,noise
5498,2021.emnlp-main.565,2021,68,"question, answering, questions"
5499,2021.emnlp-main.565,2021,68,"question, answering, questions"
5500,2021.emnlp-main.565,2021,-1,noise
5501,2021.emnlp-main.19,2021,1,"aspect, sentiment, opinion"
5502,2021.emnlp-main.19,2021,1,"aspect, sentiment, opinion"
5503,2021.emnlp-main.19,2021,1,"aspect, sentiment, opinion"
5504,2021.emnlp-main.124,2021,43,"translation, machine, neural"
5505,2021.emnlp-main.124,2021,-1,noise
5506,2021.emnlp-main.124,2021,43,"translation, machine, neural"
5507,2021.emnlp-main.124,2021,6,"visual, vision, image"
5508,2021.emnlp-main.124,2021,54,"parsing, dependency, constituency"
5509,2021.emnlp-main.786,2021,11,"dialogue, dialog, dialogues"
5510,2021.emnlp-main.786,2021,-1,noise
5511,2021.emnlp-main.786,2021,-1,noise
5512,2021.emnlp-main.786,2021,32,"rumor, fake, detection"
5513,2021.emnlp-main.557,2021,-1,noise
5514,2021.emnlp-main.557,2021,-1,noise
5515,2021.emnlp-main.557,2021,-1,noise
5516,2021.emnlp-main.557,2021,-1,noise
5517,2021.emnlp-main.615,2021,37,"political, social, language"
5518,2021.emnlp-main.615,2021,37,"political, social, language"
5519,2021.emnlp-main.615,2021,37,"political, social, language"
5520,2021.emnlp-main.803,2021,43,"translation, machine, neural"
5521,2021.emnlp-main.803,2021,43,"translation, machine, neural"
5522,2021.emnlp-main.803,2021,-1,noise
5523,2021.emnlp-main.803,2021,43,"translation, machine, neural"
5524,2021.emnlp-main.471,2021,70,"alignment, word, multilingual"
5525,2021.emnlp-main.471,2021,-1,noise
5526,2021.emnlp-main.471,2021,70,"alignment, word, multilingual"
5527,2021.emnlp-main.471,2021,-1,noise
5528,2021.emnlp-main.471,2021,-1,noise
5529,2021.emnlp-main.300,2021,-1,noise
5530,2021.emnlp-main.300,2021,-1,noise
5531,2021.emnlp-main.300,2021,-1,noise
5532,2021.emnlp-main.707,2021,61,"sql, text, schema"
5533,2021.emnlp-main.707,2021,61,"sql, text, schema"
5534,2021.emnlp-main.707,2021,-1,noise
5535,2021.emnlp-main.707,2021,56,"attention, training, pruning"
5536,2021.emnlp-main.707,2021,-1,noise
5537,2021.emnlp-main.798,2021,7,"summarization, summaries, summary"
5538,2021.emnlp-main.798,2021,7,"summarization, summaries, summary"
5539,2021.emnlp-main.798,2021,7,"summarization, summaries, summary"
5540,2021.emnlp-main.197,2021,33,"generation, text, language"
5541,2021.emnlp-main.197,2021,33,"generation, text, language"
5542,2021.emnlp-main.197,2021,8,"adversarial, attacks, attack"
5543,2021.emnlp-main.197,2021,43,"translation, machine, neural"
5544,2021.emnlp-main.655,2021,53,"graph, knowledge, completion"
5545,2021.emnlp-main.655,2021,53,"graph, knowledge, completion"
5546,2021.emnlp-main.655,2021,10,"event, extraction, temporal"
5547,2021.emnlp-main.655,2021,-1,noise
5548,2021.emnlp-main.655,2021,-1,noise
5549,2021.emnlp-main.21,2021,6,"visual, vision, image"
5550,2021.emnlp-main.21,2021,18,"emotion, emotions, conversations"
5551,2021.emnlp-main.21,2021,18,"emotion, emotions, conversations"
5552,2021.emnlp-main.21,2021,18,"emotion, emotions, conversations"
5553,2021.emnlp-main.65,2021,17,"story, stories, narrative"
5554,2021.emnlp-main.65,2021,17,"story, stories, narrative"
5555,2021.emnlp-main.65,2021,7,"summarization, summaries, summary"
5556,2021.emnlp-main.65,2021,17,"story, stories, narrative"
5557,2021.emnlp-main.65,2021,17,"story, stories, narrative"
5558,2021.emnlp-main.492,2021,60,"passage, retrieval, dense"
5559,2021.emnlp-main.492,2021,60,"passage, retrieval, dense"
5560,2021.emnlp-main.492,2021,60,"passage, retrieval, dense"
5561,2021.emnlp-main.492,2021,60,"passage, retrieval, dense"
5562,2021.emnlp-main.492,2021,60,"passage, retrieval, dense"
5563,2021.emnlp-main.639,2021,53,"graph, knowledge, completion"
5564,2021.emnlp-main.639,2021,53,"graph, knowledge, completion"
5565,2021.emnlp-main.639,2021,53,"graph, knowledge, completion"
5566,2021.emnlp-main.639,2021,53,"graph, knowledge, completion"
5567,2021.emnlp-main.639,2021,53,"graph, knowledge, completion"
5568,2021.emnlp-main.376,2021,-1,noise
5569,2021.emnlp-main.376,2021,74,"embeddings, sentence, embedding"
5570,2021.emnlp-main.376,2021,54,"parsing, dependency, constituency"
5571,2021.emnlp-main.566,2021,56,"attention, training, pruning"
5572,2021.emnlp-main.566,2021,56,"attention, training, pruning"
5573,2021.emnlp-main.566,2021,56,"attention, training, pruning"
5574,2021.emnlp-main.566,2021,68,"question, answering, questions"
5575,2021.emnlp-main.566,2021,56,"attention, training, pruning"
5576,2021.emnlp-main.566,2021,68,"question, answering, questions"
5577,2021.emnlp-main.830,2021,56,"attention, training, pruning"
5578,2021.emnlp-main.830,2021,56,"attention, training, pruning"
5579,2021.emnlp-main.830,2021,56,"attention, training, pruning"
5580,2021.emnlp-main.573,2021,-1,noise
5581,2021.emnlp-main.573,2021,78,"language, large, tuning"
5582,2021.emnlp-main.573,2021,-1,noise
5583,2021.emnlp-main.573,2021,-1,noise
5584,2021.emnlp-main.747,2021,-1,noise
5585,2021.emnlp-main.747,2021,-1,noise
5586,2021.emnlp-main.747,2021,15,"shot, zero, learning"
5587,2021.emnlp-main.747,2021,-1,noise
5588,2021.emnlp-main.623,2021,-1,noise
5589,2021.emnlp-main.623,2021,11,"dialogue, dialog, dialogues"
5590,2021.emnlp-main.200,2021,33,"generation, text, language"
5591,2021.emnlp-main.200,2021,-1,noise
5592,2021.emnlp-main.200,2021,-1,noise
5593,2021.emnlp-main.209,2021,2,"keyphrase, keyphrases, generation"
5594,2021.emnlp-main.209,2021,2,"keyphrase, keyphrases, generation"
5595,2021.emnlp-main.517,2021,6,"visual, vision, image"
5596,2021.emnlp-main.517,2021,6,"visual, vision, image"
5597,2021.emnlp-main.517,2021,6,"visual, vision, image"
5598,2021.emnlp-main.517,2021,6,"visual, vision, image"
5599,2021.emnlp-main.517,2021,6,"visual, vision, image"
5600,2021.emnlp-main.810,2021,66,"named, entity, recognition"
5601,2021.emnlp-main.810,2021,66,"named, entity, recognition"
5602,2021.emnlp-main.810,2021,66,"named, entity, recognition"
5603,2021.emnlp-main.370,2021,-1,noise
5604,2021.emnlp-main.370,2021,-1,noise
5605,2021.emnlp-main.370,2021,-1,noise
5606,2021.emnlp-main.31,2021,38,"distillation, student, knowledge"
5607,2021.emnlp-main.31,2021,38,"distillation, student, knowledge"
5608,2021.emnlp-main.31,2021,38,"distillation, student, knowledge"
5609,2021.emnlp-main.416,2021,-1,noise
5610,2021.emnlp-main.416,2021,7,"summarization, summaries, summary"
5611,2021.emnlp-main.416,2021,-1,noise
5612,2021.emnlp-main.131,2021,-1,noise
5613,2021.emnlp-main.131,2021,15,"shot, zero, learning"
5614,2021.emnlp-main.131,2021,15,"shot, zero, learning"
5615,2021.emnlp-main.334,2021,10,"event, extraction, temporal"
5616,2021.emnlp-main.334,2021,-1,noise
5617,2021.emnlp-main.334,2021,10,"event, extraction, temporal"
5618,2021.emnlp-main.811,2021,53,"graph, knowledge, completion"
5619,2021.emnlp-main.811,2021,53,"graph, knowledge, completion"
5620,2021.emnlp-main.811,2021,65,"entity, linking, mention"
5621,2021.emnlp-main.692,2021,-1,noise
5622,2021.emnlp-main.692,2021,-1,noise
5623,2021.emnlp-main.202,2021,68,"question, answering, questions"
5624,2021.emnlp-main.202,2021,68,"question, answering, questions"
5625,2021.emnlp-main.202,2021,-1,noise
5626,2021.emnlp-main.202,2021,-1,noise
5627,2021.emnlp-main.147,2021,58,"relation, extraction, document"
5628,2021.emnlp-main.147,2021,58,"relation, extraction, document"
5629,2021.emnlp-main.43,2021,8,"adversarial, attacks, attack"
5630,2021.emnlp-main.43,2021,8,"adversarial, attacks, attack"
5631,2021.emnlp-main.43,2021,56,"attention, training, pruning"
5632,2021.emnlp-main.43,2021,8,"adversarial, attacks, attack"
5633,2021.emnlp-main.772,2021,6,"visual, vision, image"
5634,2021.emnlp-main.772,2021,6,"visual, vision, image"
5635,2021.emnlp-main.772,2021,57,"retrieval, dense, retrievers"
5636,2021.emnlp-main.352,2021,33,"generation, text, language"
5637,2021.emnlp-main.352,2021,33,"generation, text, language"
5638,2021.emnlp-main.352,2021,33,"generation, text, language"
5639,2021.emnlp-main.221,2021,15,"shot, zero, learning"
5640,2021.emnlp-main.221,2021,56,"attention, training, pruning"
5641,2021.emnlp-main.221,2021,56,"attention, training, pruning"
5642,2021.emnlp-main.221,2021,52,"nli, nlp, examples"
5643,2021.emnlp-main.221,2021,56,"attention, training, pruning"
5644,2021.emnlp-main.221,2021,56,"attention, training, pruning"
5645,2021.emnlp-main.52,2021,56,"attention, training, pruning"
5646,2021.emnlp-main.52,2021,56,"attention, training, pruning"
5647,2021.emnlp-main.52,2021,56,"attention, training, pruning"
5648,2021.emnlp-main.52,2021,56,"attention, training, pruning"
5649,2021.emnlp-main.6,2021,11,"dialogue, dialog, dialogues"
5650,2021.emnlp-main.6,2021,11,"dialogue, dialog, dialogues"
5651,2021.emnlp-main.256,2021,-1,noise
5652,2021.emnlp-main.256,2021,-1,noise
5653,2021.emnlp-main.190,2021,14,"classification, text, label"
5654,2021.emnlp-main.190,2021,-1,noise
5655,2021.emnlp-main.190,2021,-1,noise
